t_s,gear,rpm,speed_kmh,throttle_pct,load_pct,coolant_c,oil_c,fuel_pct,baro_kpa,voltage_v,timing_deg
0.201,0,1195.5,0.0,16.1,,,,46.7,100.0,13.4,
0.406,0,1204.5,0.0,16.1,17.6,54.0,,,,,-5.5
0.608,0,1200.0,0.0,16.1,,,52.0,46.7,100.0,,
0.811,0,1204.5,0.0,16.1,17.6,,,,,13.5,-5.5
1.016,0,1197.0,0.0,16.1,,54.0,52.0,46.7,,,
1.193,0,1203.0,0.0,16.1,,,,,100.0,13.4,-5.5
1.469,0,1181.5,0.0,16.1,18.4,54.0,52.0,,,,
1.673,0,1186.0,0.0,16.1,,,,46.7,100.0,13.5,
1.876,0,1195.5,0.0,16.1,17.6,54.0,,,,,-4.5
2.071,0,1193.5,0.0,16.1,,,52.0,46.7,100.0,,
2.275,0,1188.5,0.0,16.1,18.0,,,,,13.5,-4.5
2.479,0,1195.5,0.0,16.1,,54.0,52.0,46.7,,,
2.730,0,1204.0,0.0,16.1,,,,,100.0,13.5,-4.5
2.873,0,1204.0,0.0,16.1,16.9,54.0,52.0,,,,
3.116,0,1206.5,0.0,16.1,,,,46.7,100.0,13.5,
3.319,0,1177.5,0.0,16.1,18.8,54.0,,,,,-4.0
3.568,0,1177.5,0.0,16.1,,,52.0,46.7,100.0,,
3.771,0,1194.5,0.0,16.1,18.8,,,,,13.5,-4.5
3.975,0,1201.0,0.0,16.1,,54.0,52.0,46.7,,,
4.180,0,1219.0,0.0,16.1,,,,,100.0,13.5,-5.5
4.341,0,1205.5,0.0,16.1,18.0,54.0,52.0,,,,
4.543,0,1210.5,0.0,16.1,,,,46.7,100.0,13.6,
4.741,0,1205.5,0.0,16.1,17.6,55.0,,,,,-4.5
4.923,0,1215.0,0.0,16.1,,,52.0,46.7,100.0,,
5.116,0,1215.0,0.0,16.1,18.4,,,,,13.6,-5.5
5.323,0,1196.5,0.0,42.0,,55.0,52.0,46.7,,,
5.568,0,2036.0,0.0,10.2,,,,,100.0,13.6,-7.0
5.804,0,2107.0,0.0,13.7,3.9,55.0,52.0,,,,
6.033,0,1803.5,0.0,14.9,,,,46.7,100.0,13.6,
6.203,0,1490.5,0.0,14.9,9.8,55.0,,,,,4.5
6.376,0,1338.0,0.0,16.5,,,52.0,46.7,100.0,,
6.583,0,1250.0,0.0,16.5,14.9,,,,,13.5,1.5
6.784,0,1257.5,0.0,15.7,,55.0,52.0,46.7,,,
6.999,0,1241.0,0.0,16.1,,,,,100.0,13.6,-2.5
7.269,0,1238.5,0.0,16.1,15.3,55.0,52.0,,,,
7.473,0,1224.5,0.0,16.1,,,,46.7,100.0,13.5,
7.633,0,1220.5,0.0,16.1,15.7,55.0,,,,,-4.5
7.900,0,1196.5,0.0,16.1,,,52.0,46.7,100.0,,
8.104,0,1209.0,0.0,16.1,16.5,,,,,13.6,-4.5
8.279,0,1202.0,0.0,40.4,,55.0,52.0,46.7,,,
8.484,0,2098.0,0.0,66.3,,,,,100.0,13.5,15.5
8.676,0,3998.0,0.0,17.3,12.5,55.0,52.0,,,,
8.861,0,3943.0,0.0,18.0,,,,46.7,100.0,13.6,
9.091,0,3444.5,0.0,17.6,3.1,56.0,,,,,6.0
9.279,0,2980.0,0.0,17.3,,,52.0,46.7,100.0,,
9.482,0,2569.0,0.0,16.5,2.4,,,,,13.6,-1.0
9.752,0,1807.5,0.0,14.9,,57.0,52.0,46.7,,,
10.006,0,1494.5,0.0,14.9,,,,,100.0,13.6,3.0
10.232,0,1353.5,0.0,16.5,12.5,56.0,52.0,,,,
10.436,0,1260.5,0.0,16.5,,,,46.7,100.0,13.6,
10.640,0,1237.5,0.0,16.1,15.7,56.0,,,,,0.0
10.820,0,1220.5,0.0,16.1,,,52.0,46.7,100.0,,
11.025,0,1220.0,0.0,15.7,15.7,,,,,13.6,-3.0
11.171,0,1221.0,0.0,15.7,,56.0,52.0,46.7,,,
11.336,0,1221.0,0.0,15.7,,,,,100.0,13.6,-4.5
11.506,0,1219.5,0.0,15.7,15.3,56.0,52.0,,,,
11.683,0,1215.0,0.0,15.7,,,,46.7,100.0,13.6,
11.885,0,1208.0,0.0,15.7,16.1,56.0,,,,,-4.0
12.155,0,1206.0,0.0,15.7,,,52.0,46.7,100.0,,
12.359,0,1186.5,0.0,15.7,16.5,,,,,13.6,-4.0
12.563,0,1192.0,0.0,15.7,,56.0,52.0,46.7,,,
12.799,0,1189.0,0.0,15.7,,,,,100.0,13.6,-4.5
12.936,0,1189.5,0.0,15.7,16.9,56.0,52.0,,,,
13.139,0,1189.5,0.0,15.7,,,,46.7,100.0,13.6,
13.399,0,1180.5,0.0,15.7,16.9,57.0,,,,,-4.5
13.601,0,1182.0,0.0,15.7,,,52.0,46.7,100.0,,
13.805,0,1188.5,0.0,15.7,16.5,,,,,13.6,-4.5
14.010,0,1199.0,0.0,15.7,,57.0,52.0,46.7,,,
14.280,0,1196.0,0.0,15.7,,,,,100.0,13.6,-5.5
14.480,0,1177.0,0.0,15.7,17.3,57.0,52.0,,,,
14.676,0,1191.0,0.0,15.7,,,,46.7,100.0,13.6,
14.833,0,1191.0,0.0,15.7,16.9,57.0,,,,,-4.5
15.016,0,1200.0,0.0,16.1,,,52.0,46.7,100.0,,
15.220,0,1185.0,0.0,16.1,18.0,,,,,13.6,-4.5
15.396,0,1179.5,0.0,15.7,,57.0,52.0,46.7,,,
15.573,0,1187.5,0.0,16.1,,,,,100.0,13.6,-4.5
15.774,0,1194.0,0.0,16.1,17.3,57.0,52.0,,,,
15.993,0,1205.5,0.0,16.1,,,,46.7,100.0,13.6,
16.199,0,1203.5,0.0,16.1,16.5,57.0,,,,,-6.0
16.436,0,1189.0,0.0,16.1,,,52.0,46.7,100.0,,
16.613,0,1188.0,0.0,16.1,17.3,,,,,13.5,-5.5
16.816,0,1205.0,0.0,16.1,,57.0,52.0,46.7,,,
17.055,0,1189.0,0.0,16.1,,,,,100.0,13.6,-5.5
17.233,0,1191.0,0.0,16.1,17.6,57.0,52.0,,,,
17.435,0,1182.0,0.0,16.1,,,,46.7,100.0,13.6,
17.639,0,1185.0,0.0,16.1,18.0,57.0,,,,,-5.5
17.809,0,1189.0,0.0,16.1,,,52.0,46.7,100.0,,
18.011,0,1191.5,0.0,16.1,17.3,,,,,13.6,-5.5
18.199,0,1200.0,0.0,16.1,,57.0,52.0,46.7,,,
18.373,0,1208.5,0.0,16.1,,,,,100.0,13.6,-5.5
18.575,0,1200.5,0.0,16.1,17.3,57.0,52.0,,,,
18.780,0,1196.0,0.0,16.1,,,,46.7,100.0,13.6,
18.983,0,1190.0,0.0,16.1,18.0,57.0,,,,,-5.5
19.146,0,1191.0,0.0,16.1,,,52.0,46.7,100.0,,
19.350,0,1184.0,0.0,16.1,18.0,,,,,13.6,-4.5
19.526,0,1194.0,0.0,16.1,,57.0,52.0,46.7,,,
19.699,0,1194.0,0.0,16.1,,,,,100.0,13.6,-4.5
19.940,0,1216.0,0.0,16.1,16.9,57.0,51.0,,,,
20.128,0,1216.0,0.0,16.1,,,,46.7,100.0,13.6,
20.384,0,1196.0,0.0,16.1,18.0,57.0,,,,,-5.5
20.649,0,1185.0,0.0,16.1,,,51.0,46.7,100.0,,
20.890,0,1200.0,0.0,16.1,16.9,,,,,13.6,-5.5
21.091,0,1220.5,0.0,16.1,,57.0,51.0,46.7,,,
21.266,0,1205.5,0.0,16.1,,,,,100.0,13.6,-6.0
21.441,0,1209.0,0.0,16.1,16.9,57.0,51.0,,,,
21.643,0,1190.5,0.0,16.1,,,,46.7,100.0,13.6,
21.806,0,1183.5,0.0,16.1,16.9,58.0,,,,,-5.5
21.966,0,1200.0,0.0,16.1,,,51.0,46.7,100.0,,
22.118,0,1195.5,0.0,16.1,17.6,,,,,13.6,-5.5
22.325,0,1192.5,0.0,16.1,,58.0,51.0,46.7,,,
22.518,0,1192.5,0.0,16.1,,,,,100.0,13.6,-5.5
22.751,0,1198.5,0.0,16.1,17.3,58.0,51.0,,,,
22.939,0,1191.5,0.0,16.1,,,,46.7,100.0,13.6,
23.108,0,1191.5,0.0,16.1,17.6,58.0,,,,,-5.5
23.311,0,1207.5,0.0,16.1,,,51.0,46.7,100.0,,
23.423,0,1202.5,0.0,16.1,17.3,,,,,13.6,-5.5
23.625,0,1190.0,0.0,16.1,,58.0,51.0,46.7,,,
23.800,0,1201.5,0.0,16.1,,,,,100.0,13.6,-5.5
24.108,0,1188.5,0.0,16.1,17.6,59.0,51.0,,,,
24.286,0,1189.0,0.0,16.1,,,,46.7,100.0,13.6,
24.595,0,1197.0,0.0,16.1,17.6,59.0,,,,,-5.5
24.799,0,1159.5,0.0,16.1,,,51.0,46.7,100.0,,
24.971,0,1199.0,0.0,16.1,18.8,,,,,13.6,-5.5
25.173,0,1198.5,0.0,16.1,,59.0,51.0,46.7,,,
25.375,0,1198.0,0.0,16.1,,,,,100.0,13.6,-5.5
25.546,0,1206.0,0.0,16.1,18.0,59.0,51.0,,,,
25.750,0,1190.0,0.0,16.1,,,,46.7,100.0,13.6,
25.958,0,1197.5,0.0,16.1,18.0,60.0,,,,,-5.5
26.199,0,1187.0,0.0,16.1,,,51.0,46.7,100.0,,
26.434,0,1207.5,0.0,16.1,17.6,,,,,13.6,-6.0
26.636,0,1211.5,0.0,16.1,,60.0,51.0,46.7,,,
26.821,0,1191.5,0.0,16.1,,,,,100.0,13.6,-5.5
27.025,0,1213.5,0.0,16.1,18.0,61.0,51.0,,,,
27.163,0,1204.0,0.0,16.1,,,,46.7,100.0,13.6,
27.366,0,1202.0,0.0,16.1,18.0,61.0,,,,,-5.5
27.569,0,1202.5,0.0,16.1,,,51.0,46.7,100.0,,
27.736,0,1194.0,0.0,16.1,17.6,,,,,13.6,-4.5
27.939,0,1189.0,0.0,16.1,,62.0,51.0,46.7,,,
28.257,0,1196.5,0.0,16.1,,,,,100.0,13.6,-5.5
28.526,0,1192.5,0.0,16.1,18.0,62.0,51.0,,,,
28.710,0,1200.0,0.0,16.1,,,,46.7,100.0,13.6,
28.886,0,1200.0,0.0,16.1,18.0,62.0,,,,,-5.5
29.090,0,1206.5,0.0,16.1,,,51.0,46.7,100.0,,
29.295,0,1183.5,0.0,16.1,19.2,,,,,13.6,-4.0
29.496,0,1209.5,0.0,16.1,,62.0,51.0,46.7,,,
29.703,0,1209.5,0.0,16.1,,,,,100.0,13.6,-4.5
29.905,0,1201.0,0.0,16.1,18.4,63.0,51.0,,,,
30.110,0,1200.5,0.0,16.1,,,,46.7,100.0,13.6,
30.343,0,1201.0,0.0,16.1,18.4,63.0,,,,,-4.5
30.544,0,1197.0,0.0,16.1,,,51.0,46.7,100.0,,
30.749,0,1215.5,0.0,16.1,17.6,,,,,13.6,-5.5
30.951,0,1217.5,0.0,16.1,,63.0,51.0,46.7,,,
31.139,0,1220.0,0.0,16.1,,,,,100.0,13.6,-5.5
31.341,0,1214.5,0.0,16.1,18.0,63.0,51.0,,,,
31.593,0,1193.5,0.0,16.1,,,,46.7,100.0,13.6,
31.795,0,1205.5,0.0,16.1,18.0,63.0,,,,,-5.5
31.999,0,1220.0,0.0,16.1,,,51.0,46.7,100.0,,
32.201,0,1194.0,0.0,16.1,18.0,,,,,13.6,-5.5
32.391,0,1174.5,0.0,16.1,,64.0,51.0,46.7,,,
32.594,0,1199.0,0.0,16.1,,,,,100.0,13.6,-5.5
32.829,0,1188.5,0.0,16.1,17.3,64.0,51.0,,,,
33.033,0,1201.0,0.0,16.1,,,,46.7,100.0,13.6,
33.211,0,1194.5,0.0,16.1,17.6,64.0,,,,,-5.5
33.399,0,1205.5,0.0,16.1,,,51.0,46.7,100.0,,
33.646,0,1202.0,0.0,16.1,18.0,,,,,13.6,-5.5
33.786,0,1193.5,0.0,16.1,,64.0,51.0,46.7,,,
34.055,0,1203.0,0.0,16.1,,,,,100.0,13.6,-5.5
34.303,0,1206.5,0.0,16.1,18.4,64.0,51.0,,,,
34.574,0,1182.0,0.0,16.1,,,,46.7,100.0,13.6,
34.829,0,1191.0,0.0,16.1,18.4,64.0,,,,,-5.5
35.033,0,1219.5,0.0,16.1,,,51.0,46.7,100.0,,
35.236,0,1219.0,0.0,16.1,17.6,,,,,13.6,-6.0
35.440,0,1206.5,0.0,16.1,,65.0,51.0,46.7,,,
35.641,0,1207.5,0.0,16.1,,,,,100.0,13.6,-5.5
35.849,0,1210.5,0.0,16.1,17.6,65.0,51.0,,,,
36.033,0,1211.0,0.0,16.1,,,,46.7,100.0,13.6,
36.303,0,1217.0,0.0,16.1,16.9,65.0,,,,,-6.0
36.509,0,1182.5,0.0,16.1,,,51.0,46.7,100.0,,
36.756,0,1182.5,0.0,16.1,18.0,,,,,13.6,-5.5
37.001,0,1209.5,0.0,16.1,,65.0,51.0,46.7,,,
37.221,0,1205.0,0.0,16.1,,,,,100.0,13.6,-5.5
37.424,0,1202.0,0.0,16.1,18.0,66.0,51.0,,,,
37.606,0,1191.0,0.0,16.1,,,,46.7,100.0,13.6,
37.829,0,1200.0,0.0,16.1,18.0,66.0,,,,,-5.5
38.071,0,1205.5,0.0,16.1,,,51.0,46.7,100.0,,
38.269,0,1210.0,0.0,18.0,23.5,,,,,13.7,-1.0
38.470,0,1376.5,0.0,17.6,,66.0,51.0,46.7,,,
38.645,0,1437.0,0.0,17.6,,,,,100.0,13.7,-4.5
38.846,0,1444.5,0.0,20.0,21.2,67.0,51.0,,,,
39.050,0,1473.0,0.0,20.0,,,,46.7,100.0,13.7,
39.261,0,1470.5,0.0,20.0,22.7,67.0,,,,,-5.5
39.463,0,1490.5,0.0,20.0,,,51.0,46.7,100.0,,
39.633,0,1499.0,0.0,19.2,21.2,,,,,13.7,-7.0
39.833,0,1479.0,1.0,19.2,,67.0,51.0,46.7,,,
40.036,0,1472.5,1.0,19.2,,,,,100.0,13.7,-6.0
40.240,0,1454.5,1.0,16.1,10.6,68.0,51.0,,,,
40.420,0,1363.5,1.0,17.6,,,,46.7,100.0,13.7,
40.620,0,1274.5,1.0,17.3,15.3,68.0,,,,,-12.0
40.783,0,1217.5,1.0,18.0,,,51.0,46.7,100.0,,
41.013,0,1217.5,1.0,18.0,17.6,,,,,13.7,-11.5
41.211,0,1208.5,1.0,17.6,,68.0,51.0,46.7,,,
41.383,0,1199.5,1.0,17.6,,,,,100.0,13.7,-12.0
41.586,0,1208.0,1.0,17.6,31.4,68.0,51.0,,,,
41.724,0,1426.5,1.0,18.4,,,,46.7,100.0,13.7,
41.926,0,1426.5,1.0,18.4,18.8,68.0,,,,,-7.5
42.091,0,1459.0,1.0,18.8,,,51.0,46.7,100.0,,
42.293,0,1459.0,1.0,18.8,24.7,,,,,13.7,-4.0
42.483,0,1411.5,1.0,18.4,,69.0,51.0,46.7,,,
42.685,0,1413.5,1.0,16.1,,,,,100.0,13.7,-11.5
42.833,0,1308.5,1.0,12.5,14.5,69.0,51.0,,,,
43.026,0,1228.5,1.0,13.7,,,,46.7,100.0,13.7,
43.276,0,1219.5,1.0,14.1,17.3,69.0,,,,,1.5
43.480,0,1193.0,1.0,13.7,,,51.0,46.7,100.0,,
43.628,0,1216.0,1.0,13.7,16.5,,,,,13.7,4.5
43.832,0,1197.5,1.0,13.7,,69.0,51.0,46.7,,,
44.020,0,1198.5,1.0,13.7,,,,,100.0,13.7,9.5
44.221,0,1196.0,0.0,13.7,16.9,70.0,51.0,,,,
44.484,0,1214.0,0.0,13.7,,,,46.7,100.0,13.7,
44.688,0,1200.0,0.0,13.3,12.2,70.0,,,,,4.5
44.851,0,1038.0,0.0,12.9,,,51.0,46.7,100.0,,
45.056,0,906.5,0.0,12.5,17.6,,,,,13.7,14.0
45.271,0,733.0,1.0,13.3,,71.0,51.0,46.7,,,
45.440,0,740.5,1.0,12.9,,,,,100.0,13.7,6.0
45.626,0,726.5,1.0,12.5,22.7,71.0,51.0,,,,
45.795,0,713.0,1.0,12.9,,,,46.7,100.0,13.7,
45.999,0,707.5,1.0,12.9,23.9,71.0,,,,,6.5
46.203,0,720.5,1.0,12.5,,,51.0,46.7,100.0,,
46.419,0,708.0,1.0,12.9,23.1,,,,,13.6,6.5
46.621,0,703.5,1.0,12.5,,72.0,51.0,46.7,,,
46.825,0,690.5,1.0,12.9,,,,,100.0,13.6,7.5
47.029,0,693.5,1.0,13.3,27.8,72.0,51.0,,,,
47.193,0,681.5,1.0,12.5,,,,46.7,100.0,13.7,
47.394,0,688.0,1.0,12.5,24.7,72.0,,,,,4.5
47.599,0,687.0,1.0,12.5,,,51.0,46.7,100.0,,
47.770,0,691.0,1.0,12.5,25.1,,,,,13.7,6.0
48.008,0,691.5,1.0,12.5,,73.0,51.0,46.7,,,
48.209,0,703.5,2.0,12.5,,,,,100.0,13.6,5.0
48.378,0,696.0,2.0,12.5,23.9,73.0,51.0,,,,
48.584,0,685.5,2.0,12.5,,,,46.7,100.0,13.7,
48.807,0,659.0,2.0,12.9,25.9,73.0,,,,,9.0
49.077,0,653.0,2.0,12.5,,,51.0,46.7,100.0,,
49.283,0,685.0,2.0,12.5,23.9,,,,,13.7,8.0
49.511,0,685.0,2.0,12.5,,73.0,51.0,46.7,,,
49.685,0,685.0,2.0,12.5,,,,,100.0,13.8,5.0
49.966,0,699.5,2.0,12.9,24.7,73.0,51.0,,,,
50.150,0,683.5,2.0,12.5,,,,46.7,100.0,13.7,
50.343,0,651.5,2.0,12.5,27.8,74.0,,,,,6.5
50.520,0,702.0,2.0,12.5,,,51.0,46.7,100.0,,
50.729,0,702.0,2.0,12.5,23.1,,,,,13.6,3.0
50.935,0,681.0,2.0,12.5,,74.0,51.0,46.7,,,
51.141,0,674.5,3.0,12.5,,,,,100.0,13.6,6.0
51.345,0,687.0,3.0,12.5,25.1,74.0,51.0,,,,
51.549,0,683.0,3.0,12.2,,,,46.7,100.0,13.7,
51.718,0,678.5,3.0,12.5,23.5,74.0,,,,,5.0
51.941,0,678.5,3.0,12.5,,,51.0,46.7,100.0,,
52.101,0,695.5,3.0,12.5,24.3,,,,,13.7,5.0
52.453,0,697.0,3.0,12.5,,74.0,51.0,46.7,,,
52.663,0,674.5,3.0,12.9,,,,,100.0,13.7,8.0
52.942,0,672.0,3.0,12.9,27.5,74.0,51.0,,,,
53.140,0,682.5,3.0,12.5,,,,46.7,100.0,13.7,
53.463,0,699.5,3.0,12.5,24.7,75.0,,,,,6.0
53.759,0,690.0,3.0,12.9,,,51.0,46.7,100.0,,
53.979,0,667.5,3.0,12.9,26.7,,,,,13.6,6.0
54.226,0,664.5,2.0,13.3,,75.0,51.0,46.7,,,
54.475,0,670.0,2.0,12.2,,,,,100.0,13.7,5.0
54.651,0,675.5,2.0,12.5,24.3,75.0,51.0,,,,
54.819,0,680.5,2.0,12.9,,,,46.7,100.0,13.7,
55.042,0,679.0,1.0,12.5,25.5,75.0,,,,,6.0
55.266,0,689.0,1.0,12.5,,,51.0,46.7,100.0,,
55.499,0,674.0,1.0,12.5,25.5,,,,,13.7,7.5
55.707,0,664.0,0.0,12.5,,75.0,51.0,46.7,,,
56.008,0,664.0,0.0,12.5,,,,,100.0,13.7,6.0
56.251,0,642.5,0.0,12.9,26.3,75.0,51.0,,,,
56.461,0,680.5,0.0,12.5,,,,46.7,100.0,13.7,
56.633,0,665.0,0.0,12.2,25.1,75.0,,,,,7.5
56.883,0,685.5,0.0,12.9,,,51.0,46.7,100.0,,
57.085,0,685.0,0.0,12.5,23.1,,,,,13.7,5.0
57.340,0,701.5,0.0,12.9,,75.0,51.0,46.7,,,
57.577,0,678.0,0.0,12.5,,,,,100.0,13.7,5.0
57.811,0,718.0,0.0,12.2,22.7,76.0,51.0,,,,
58.099,0,685.5,0.0,12.9,,,,46.7,100.0,13.7,
58.349,0,695.5,0.0,12.5,24.7,76.0,,,,,6.5
58.479,0,682.0,0.0,12.5,,,51.0,46.7,100.0,,
58.609,0,682.0,0.0,12.9,24.3,,,,,13.7,6.5
58.813,0,672.5,0.0,12.9,,76.0,51.0,46.7,,,
59.049,0,677.0,0.0,12.2,,,,,100.0,13.7,6.0
59.230,0,693.0,0.0,12.5,27.1,76.0,51.0,,,,
59.391,0,683.0,0.0,12.5,,,,46.7,100.0,13.6,
59.605,0,680.0,0.0,12.9,25.5,76.0,,,,,6.5
59.849,0,690.0,0.0,12.5,,,51.0,46.7,100.0,,
60.089,0,695.0,0.0,12.5,23.5,,,,,13.7,6.5
60.309,0,688.5,0.0,12.5,,76.0,51.0,46.7,,,
60.566,0,694.0,0.0,12.9,,,,,100.0,13.7,6.0
60.741,0,725.0,0.0,11.4,19.6,76.0,51.0,,,,
60.911,0,717.5,0.0,12.5,,,,46.7,100.0,13.7,
61.199,0,717.5,0.0,12.5,18.4,76.0,,,,,2.0
61.395,0,693.0,0.0,12.5,,,51.0,46.7,100.0,,
61.649,0,701.5,0.0,12.2,18.8,,,,,13.7,2.0
61.852,0,693.5,0.0,12.2,,76.0,51.0,46.7,,,
62.066,0,697.0,0.0,12.2,,,,,100.0,13.8,3.0
62.327,0,674.0,0.0,12.2,18.0,76.0,51.0,,,,
62.572,0,693.5,0.0,12.2,,,,46.7,100.0,13.8,
62.868,0,682.5,0.0,12.2,17.3,76.0,,,,,3.5
62.990,0,671.5,0.0,12.2,,,51.0,46.7,100.0,,
63.200,0,677.5,0.0,12.2,17.3,,,,,13.7,5.0
63.446,0,665.0,0.0,12.2,,77.0,51.0,46.7,,,
63.696,0,664.0,0.0,12.2,,,,,100.0,13.8,9.5
63.942,0,670.5,0.0,12.9,22.4,77.0,51.0,,,,
64.146,0,688.0,0.0,12.5,,,,46.7,100.0,13.7,
64.350,0,679.0,0.0,12.5,22.0,77.0,,,,,9.0
64.601,0,709.0,0.0,12.2,,,51.0,46.7,100.0,,
64.896,0,702.5,0.0,12.9,24.3,,,,,13.7,7.5
65.129,0,685.5,0.0,12.5,,77.0,51.0,46.7,,,
65.300,0,691.0,0.0,12.2,,,,,100.0,13.7,4.5
65.487,0,687.5,0.0,12.9,23.1,77.0,51.0,,,,
65.739,0,687.5,0.0,12.5,,,,46.7,100.0,13.7,
65.962,0,660.0,0.0,12.9,24.3,77.0,,,,,9.0
66.251,0,697.5,0.0,12.5,,,51.0,46.7,100.0,,
66.444,0,690.5,0.0,12.5,25.1,,,,,13.7,6.0
66.674,0,683.5,0.0,12.5,,77.0,51.0,46.7,,,
66.876,0,691.0,0.0,12.9,,,,,100.0,13.6,8.0
67.100,0,682.0,0.0,12.5,25.1,77.0,51.0,,,,
67.301,0,688.0,0.0,12.5,,,,46.7,100.0,13.8,
67.588,0,688.0,0.0,12.5,22.4,77.0,,,,,7.5
67.762,0,720.0,0.0,12.5,,,51.0,46.7,100.0,,
68.020,0,719.5,0.0,12.5,16.5,,,,,13.7,1.5
68.222,0,690.5,0.0,12.2,,77.0,51.0,46.7,,,
68.436,0,668.5,0.0,12.5,,,,,100.0,13.6,6.5
68.594,0,688.5,0.0,12.5,19.6,77.0,51.0,,,,
68.811,0,692.0,0.0,12.5,,,,46.7,100.0,13.7,
68.996,0,685.5,0.0,25.5,26.3,77.0,,,,,4.5
69.233,0,724.5,0.0,73.7,,,51.0,46.7,100.0,,
69.441,0,1401.0,0.0,16.1,28.6,,,,,13.7,-4.0
69.686,0,1765.0,0.0,18.8,,78.0,51.0,46.7,,,
69.970,0,1727.5,0.0,18.8,,,,,100.0,13.8,9.0
70.189,0,1661.5,1.0,18.4,27.5,78.0,51.0,,,,
70.449,0,1580.0,2.0,18.4,,,,46.7,100.0,13.8,
70.651,0,1566.0,2.0,18.0,28.6,78.0,,,,,10.5
70.891,0,1538.0,3.0,18.0,,,51.0,46.7,100.0,,
71.170,0,1501.5,4.0,18.0,29.4,,,,,13.8,11.0
71.338,0,1488.0,4.0,17.6,,78.0,51.0,46.7,,,
71.562,0,1470.5,5.0,17.6,,,,,100.0,13.8,12.0
71.860,0,1454.5,6.0,17.6,29.8,78.0,51.0,,,,
72.117,0,1452.0,6.0,17.6,,,,46.7,100.0,13.8,
72.320,0,1443.0,7.0,17.6,29.8,78.0,,,,,11.0
72.559,0,1479.5,8.0,17.6,,,51.0,46.7,100.0,,
72.749,0,1492.5,9.0,17.6,28.2,,,,,13.8,10.5
72.937,0,1495.5,9.0,17.6,,78.0,51.0,46.7,,,
73.133,0,1509.0,10.0,17.6,,,,,100.0,13.8,11.0
73.307,0,1509.0,10.0,17.6,29.0,78.0,51.0,,,,
73.469,0,1518.5,11.0,17.6,,,,46.7,100.0,13.8,
73.505,0,1518.5,11.0,17.6,27.5,78.0,,,,,10.5
73.524,0,1518.5,11.0,17.6,,,51.0,46.7,100.0,,
73.561,0,1518.5,11.0,17.6,27.1,,,,,13.7,10.5
73.704,0,1518.5,11.0,17.6,,78.0,51.0,46.7,,,
73.909,0,1509.5,12.0,17.6,,,,,100.0,13.8,12.0
74.042,0,1500.5,13.0,17.6,28.2,78.0,51.0,,,,
74.235,0,1500.5,13.0,17.6,,,,46.7,100.0,13.7,
74.430,0,1461.0,14.0,17.3,28.2,78.0,,,,,11.0
74.639,0,1516.5,14.0,17.6,,,51.0,46.7,100.0,,
74.861,0,1581.0,15.0,17.6,27.1,,,,,13.8,11.0
75.069,1,1589.0,15.0,17.6,,78.0,51.0,46.7,,,
75.277,1,1614.0,16.0,17.3,,,,,100.0,13.8,12.0
75.536,1,1681.0,16.0,15.7,26.3,78.0,51.0,,,,
75.736,1,1707.5,17.0,15.3,,,,46.7,100.0,13.8,
75.991,1,1790.5,17.0,13.3,14.9,78.0,,,,,24.0
76.185,1,1696.5,17.0,14.5,,,51.0,46.7,100.0,,
76.391,1,1732.5,16.0,14.5,7.1,,,,,13.8,6.5
76.596,1,1647.5,16.0,14.5,,78.0,51.0,46.7,,,
76.839,1,1632.5,15.0,14.5,,,,,100.0,13.8,10.5
77.071,1,1573.0,15.0,14.1,9.8,78.0,51.0,,,,
77.239,1,1556.0,15.0,14.1,,,,46.7,100.0,13.8,
77.527,1,1544.0,14.0,14.1,12.9,78.0,,,,,18.0
77.732,1,1474.5,14.0,13.7,,,51.0,46.7,100.0,,
77.921,1,1503.5,14.0,13.7,14.1,,,,,13.8,21.0
78.119,1,1503.5,14.0,13.7,,79.0,51.0,46.7,,,
78.321,1,1451.0,14.0,13.7,,,,,100.0,13.8,21.5
78.529,1,1453.5,14.0,13.7,14.9,79.0,51.0,,,,
78.696,1,1445.0,14.0,13.7,,,,46.7,100.0,13.8,
78.940,1,1420.5,14.0,13.7,15.7,79.0,,,,,24.0
79.117,1,1416.5,13.0,13.7,,,51.0,46.7,100.0,,
79.321,1,1416.5,14.0,13.7,15.7,,,,,13.8,24.5
79.533,1,1423.0,13.0,13.7,,79.0,52.0,46.7,,,
79.695,1,1423.0,13.0,13.7,,,,,100.0,13.8,26.0
79.846,1,1422.5,13.0,13.3,16.1,79.0,52.0,,,,
80.035,1,1414.5,13.0,13.3,,,,46.7,100.0,13.8,
80.235,1,1419.5,13.0,13.3,16.9,80.0,,,,,30.0
80.410,1,1417.5,13.0,13.3,,,52.0,46.7,100.0,,
80.637,1,1401.5,13.0,13.3,17.3,,,,,13.8,33.5
80.860,1,1416.5,13.0,13.3,,80.0,52.0,46.7,,,
81.010,1,1412.0,13.0,13.3,,,,,100.0,13.8,40.5
81.156,1,1440.5,14.0,13.7,17.6,80.0,52.0,,,,
81.367,1,1435.5,14.0,13.7,,,,46.7,100.0,13.8,
81.576,1,1467.5,14.0,13.7,18.8,81.0,,,,,42.0
81.783,1,1448.0,14.0,15.7,,,52.0,46.7,100.0,,
81.912,1,1448.0,14.0,14.9,22.7,,,,,13.8,42.0
82.139,1,1527.5,14.0,14.9,,81.0,52.0,46.7,,,
82.344,1,1573.5,15.0,14.9,,,,,100.0,13.8,48.0
